Sr.No.,Country,AgeGroup,Sex,MaritalStatus,DataProcess,Data Collection (Start Year),Data Collection (End Year),Data Source
2139,Algeria,[40-44],Woman,Widowed,Survey,2012,2013,MICS_HH
2140,Algeria,[45-49],Woman,Widowed,Survey,2012,2013,MICS_HH
2141,Algeria,[50-54],Woman,Widowed,Survey,2012,2013,MICS_HH
2142,Algeria,[55-59],Woman,Widowed,Survey,2012,2013,MICS_HH
2143,Algeria,[60-64],Woman,Widowed,Survey,2012,2013,MICS_HH
2144,Algeria,[65-69],Woman,Widowed,Survey,2012,2013,MICS_HH
2145,Algeria,[70-74],Woman,Widowed,Survey,2012,2013,MICS_HH
2146,Algeria,[75+],Woman,Widowed,Survey,2012,2013,MICS_HH
2147,American Samoa,[10-14],Man,Divorced,Census,1974,1974,UNSD
2148,American Samoa,[15-19],Man,Divorced,Census,1974,1974,UNSD
2149,American Samoa,[20-24],Man,Divorced,Census,1974,1974,UNSD
2150,American Samoa,[25-29],Man,Divorced,Census,1974,1974,UNSD
2151,American Samoa,[30-34],Man,Divorced,Census,1974,1974,UNSD
2152,American Samoa,[35-39],Man,Divorced,Census,1974,1974,UNSD
2153,American Samoa,[40-44],Man,Divorced,Census,1974,1974,UNSD
2154,American Samoa,[45-49],Man,Divorced,Census,1974,1974,UNSD
2155,American Samoa,[50-54],Man,Divorced,Census,1974,1974,UNSD
2156,American Samoa,[55-59],Man,Divorced,Census,1974,1974,UNSD
2157,American Samoa,[60-64],Man,Divorced,Census,1974,1974,UNSD
2158,American Samoa,[65-69],Man,Divorced,Census,1974,1974,UNSD
2159,American Samoa,[70-74],Man,Divorced,Census,1974,1974,UNSD
2160,American Samoa,[75+],Man,Divorced,Census,1974,1974,UNSD
2161,American Samoa,[10-14],Man,Married,Census,1974,1974,UNSD
2162,American Samoa,[15-19],Man,Married,Census,1974,1974,UNSD
2163,American Samoa,[20-24],Man,Married,Census,1974,1974,UNSD
2164,American Samoa,[25-29],Man,Married,Census,1974,1974,UNSD
2165,American Samoa,[30-34],Man,Married,Census,1974,1974,UNSD
2166,American Samoa,[35-39],Man,Married,Census,1974,1974,UNSD
2167,American Samoa,[40-44],Man,Married,Census,1974,1974,UNSD
2168,American Samoa,[45-49],Man,Married,Census,1974,1974,UNSD
2169,American Samoa,[50-54],Man,Married,Census,1974,1974,UNSD
2170,American Samoa,[55-59],Man,Married,Census,1974,1974,UNSD
2171,American Samoa,[60-64],Man,Married,Census,1974,1974,UNSD
2172,American Samoa,[65-69],Man,Married,Census,1974,1974,UNSD
2173,American Samoa,[70-74],Man,Married,Census,1974,1974,UNSD
2174,American Samoa,[75+],Man,Married,Census,1974,1974,UNSD
2175,American Samoa,[10-14],Man,Single,Census,1974,1974,UNSD
2176,American Samoa,[15-19],Man,Single,Census,1974,1974,UNSD
2177,American Samoa,[20-24],Man,Single,Census,1974,1974,UNSD
2178,American Samoa,[25-29],Man,Single,Census,1974,1974,UNSD
2179,American Samoa,[30-34],Man,Single,Census,1974,1974,UNSD
2180,American Samoa,[35-39],Man,Single,Census,1974,1974,UNSD
2181,American Samoa,[40-44],Man,Single,Census,1974,1974,UNSD
2182,American Samoa,[45-49],Man,Single,Census,1974,1974,UNSD
2183,American Samoa,[50-54],Man,Single,Census,1974,1974,UNSD
2184,American Samoa,[55-59],Man,Single,Census,1974,1974,UNSD
2185,American Samoa,[60-64],Man,Single,Census,1974,1974,UNSD
2186,American Samoa,[65-69],Man,Single,Census,1974,1974,UNSD
2187,American Samoa,[70-74],Man,Single,Census,1974,1974,UNSD
2188,American Samoa,[75+],Man,Single,Census,1974,1974,UNSD
2189,American Samoa,[10-14],Man,Widowed,Census,1974,1974,UNSD
2190,American Samoa,[15-19],Man,Widowed,Census,1974,1974,UNSD
2191,American Samoa,[20-24],Man,Widowed,Census,1974,1974,UNSD
2192,American Samoa,[25-29],Man,Widowed,Census,1974,1974,UNSD
2193,American Samoa,[30-34],Man,Widowed,Census,1974,1974,UNSD
2194,American Samoa,[35-39],Man,Widowed,Census,1974,1974,UNSD
2195,American Samoa,[40-44],Man,Widowed,Census,1974,1974,UNSD
2196,American Samoa,[45-49],Man,Widowed,Census,1974,1974,UNSD
2197,American Samoa,[50-54],Man,Widowed,Census,1974,1974,UNSD
2198,American Samoa,[55-59],Man,Widowed,Census,1974,1974,UNSD
2199,American Samoa,[60-64],Man,Widowed,Census,1974,1974,UNSD
2200,American Samoa,[65-69],Man,Widowed,Census,1974,1974,UNSD
2201,American Samoa,[70-74],Man,Widowed,Census,1974,1974,UNSD
2202,American Samoa,[75+],Man,Widowed,Census,1974,1974,UNSD
2203,American Samoa,[10-14],Woman,Divorced,Census,1974,1974,UNSD
2204,American Samoa,[15-19],Woman,Divorced,Census,1974,1974,UNSD
2205,American Samoa,[20-24],Woman,Divorced,Census,1974,1974,UNSD
2206,American Samoa,[25-29],Woman,Divorced,Census,1974,1974,UNSD
2207,American Samoa,[30-34],Woman,Divorced,Census,1974,1974,UNSD
2208,American Samoa,[35-39],Woman,Divorced,Census,1974,1974,UNSD
2209,American Samoa,[40-44],Woman,Divorced,Census,1974,1974,UNSD
2210,American Samoa,[45-49],Woman,Divorced,Census,1974,1974,UNSD
2211,American Samoa,[50-54],Woman,Divorced,Census,1974,1974,UNSD
2212,American Samoa,[55-59],Woman,Divorced,Census,1974,1974,UNSD
2213,American Samoa,[60-64],Woman,Divorced,Census,1974,1974,UNSD
2214,American Samoa,[65-69],Woman,Divorced,Census,1974,1974,UNSD
2215,American Samoa,[70-74],Woman,Divorced,Census,1974,1974,UNSD
2216,American Samoa,[75+],Woman,Divorced,Census,1974,1974,UNSD
2217,American Samoa,[10-14],Woman,Married,Census,1974,1974,UNSD
2218,American Samoa,[15-19],Woman,Married,Census,1974,1974,UNSD
2219,American Samoa,[20-24],Woman,Married,Census,1974,1974,UNSD
2220,American Samoa,[25-29],Woman,Married,Census,1974,1974,UNSD
2221,American Samoa,[30-34],Woman,Married,Census,1974,1974,UNSD
2222,American Samoa,[35-39],Woman,Married,Census,1974,1974,UNSD
2223,American Samoa,[40-44],Woman,Married,Census,1974,1974,UNSD
2224,American Samoa,[45-49],Woman,Married,Census,1974,1974,UNSD
2225,American Samoa,[50-54],Woman,Married,Census,1974,1974,UNSD
2226,American Samoa,[55-59],Woman,Married,Census,1974,1974,UNSD
2227,American Samoa,[60-64],Woman,Married,Census,1974,1974,UNSD
2228,American Samoa,[65-69],Woman,Married,Census,1974,1974,UNSD
2229,American Samoa,[70-74],Woman,Married,Census,1974,1974,UNSD
2230,American Samoa,[75+],Woman,Married,Census,1974,1974,UNSD
2231,American Samoa,[10-14],Woman,Single,Census,1974,1974,UNSD
2232,American Samoa,[15-19],Woman,Single,Census,1974,1974,UNSD
2233,American Samoa,[20-24],Woman,Single,Census,1974,1974,UNSD
2234,American Samoa,[25-29],Woman,Single,Census,1974,1974,UNSD
2235,American Samoa,[30-34],Woman,Single,Census,1974,1974,UNSD
2236,American Samoa,[35-39],Woman,Single,Census,1974,1974,UNSD
2237,American Samoa,[40-44],Woman,Single,Census,1974,1974,UNSD
2238,American Samoa,[45-49],Woman,Single,Census,1974,1974,UNSD
2239,American Samoa,[50-54],Woman,Single,Census,1974,1974,UNSD
2240,American Samoa,[55-59],Woman,Single,Census,1974,1974,UNSD
2241,American Samoa,[60-64],Woman,Single,Census,1974,1974,UNSD
2242,American Samoa,[65-69],Woman,Single,Census,1974,1974,UNSD
2243,American Samoa,[70-74],Woman,Single,Census,1974,1974,UNSD
2244,American Samoa,[75+],Woman,Single,Census,1974,1974,UNSD
2245,American Samoa,[10-14],Woman,Widowed,Census,1974,1974,UNSD
2246,American Samoa,[15-19],Woman,Widowed,Census,1974,1974,UNSD
2247,American Samoa,[20-24],Woman,Widowed,Census,1974,1974,UNSD
2248,American Samoa,[25-29],Woman,Widowed,Census,1974,1974,UNSD
2249,American Samoa,[30-34],Woman,Widowed,Census,1974,1974,UNSD
2250,American Samoa,[35-39],Woman,Widowed,Census,1974,1974,UNSD
2251,American Samoa,[40-44],Woman,Widowed,Census,1974,1974,UNSD
2252,American Samoa,[45-49],Woman,Widowed,Census,1974,1974,UNSD
2253,American Samoa,[50-54],Woman,Widowed,Census,1974,1974,UNSD
2254,American Samoa,[55-59],Woman,Widowed,Census,1974,1974,UNSD
2255,American Samoa,[60-64],Woman,Widowed,Census,1974,1974,UNSD
2256,American Samoa,[65-69],Woman,Widowed,Census,1974,1974,UNSD
2257,American Samoa,[70-74],Woman,Widowed,Census,1974,1974,UNSD
2258,American Samoa,[75+],Woman,Widowed,Census,1974,1974,UNSD
2259,American Samoa,[15-19],Man,Divorced,Census,1980,1980,UNSD
2260,American Samoa,[20-24],Man,Divorced,Census,1980,1980,UNSD
2261,American Samoa,[25-29],Man,Divorced,Census,1980,1980,UNSD
2262,American Samoa,[30-34],Man,Divorced,Census,1980,1980,UNSD
2263,American Samoa,[35-39],Man,Divorced,Census,1980,1980,UNSD
2264,American Samoa,[40-49],Man,Divorced,Census,1980,1980,UNSD
2265,American Samoa,[50-59],Man,Divorced,Census,1980,1980,UNSD
2266,American Samoa,[60-64],Man,Divorced,Census,1980,1980,UNSD
2267,American Samoa,[65+],Man,Divorced,Census,1980,1980,UNSD
2268,American Samoa,[15-19],Man,Consensual union,Census,1980,1980,UNSD
2269,American Samoa,[20-24],Man,Consensual union,Census,1980,1980,UNSD
2270,American Samoa,[25-29],Man,Consensual union,Census,1980,1980,UNSD
2271,American Samoa,[30-34],Man,Consensual union,Census,1980,1980,UNSD
2272,American Samoa,[35-39],Man,Consensual union,Census,1980,1980,UNSD
2273,American Samoa,[40-49],Man,Consensual union,Census,1980,1980,UNSD
2274,American Samoa,[50-59],Man,Consensual union,Census,1980,1980,UNSD
2275,American Samoa,[60-64],Man,Consensual union,Census,1980,1980,UNSD
2276,American Samoa,[65+],Man,Consensual union,Census,1980,1980,UNSD
2277,American Samoa,[15-19],Man,Married,Census,1980,1980,UNSD
2278,American Samoa,[20-24],Man,Married,Census,1980,1980,UNSD
2279,American Samoa,[25-29],Man,Married,Census,1980,1980,UNSD
2280,American Samoa,[30-34],Man,Married,Census,1980,1980,UNSD
2281,American Samoa,[35-39],Man,Married,Census,1980,1980,UNSD
2282,American Samoa,[40-49],Man,Married,Census,1980,1980,UNSD
2283,American Samoa,[50-59],Man,Married,Census,1980,1980,UNSD
2284,American Samoa,[60-64],Man,Married,Census,1980,1980,UNSD
2285,American Samoa,[65+],Man,Married,Census,1980,1980,UNSD
2286,American Samoa,[15-19],Man,Separated,Census,1980,1980,UNSD
2287,American Samoa,[20-24],Man,Separated,Census,1980,1980,UNSD
2288,American Samoa,[25-29],Man,Separated,Census,1980,1980,UNSD
2289,American Samoa,[30-34],Man,Separated,Census,1980,1980,UNSD
2290,American Samoa,[35-39],Man,Separated,Census,1980,1980,UNSD
2291,American Samoa,[40-49],Man,Separated,Census,1980,1980,UNSD
2292,American Samoa,[50-59],Man,Separated,Census,1980,1980,UNSD
2293,American Samoa,[60-64],Man,Separated,Census,1980,1980,UNSD
2294,American Samoa,[65+],Man,Separated,Census,1980,1980,UNSD
2295,American Samoa,[15-19],Man,Single,Census,1980,1980,UNSD
2296,American Samoa,[20-24],Man,Single,Census,1980,1980,UNSD
2297,American Samoa,[25-29],Man,Single,Census,1980,1980,UNSD
2298,American Samoa,[30-34],Man,Single,Census,1980,1980,UNSD
2299,American Samoa,[35-39],Man,Single,Census,1980,1980,UNSD
2300,American Samoa,[40-49],Man,Single,Census,1980,1980,UNSD
2301,American Samoa,[50-59],Man,Single,Census,1980,1980,UNSD
2302,American Samoa,[60-64],Man,Single,Census,1980,1980,UNSD
2303,American Samoa,[65+],Man,Single,Census,1980,1980,UNSD
2304,American Samoa,[15-19],Man,Widowed,Census,1980,1980,UNSD
2305,American Samoa,[20-24],Man,Widowed,Census,1980,1980,UNSD
2306,American Samoa,[25-29],Man,Widowed,Census,1980,1980,UNSD
2307,American Samoa,[30-34],Man,Widowed,Census,1980,1980,UNSD
2308,American Samoa,[35-39],Man,Widowed,Census,1980,1980,UNSD
2309,American Samoa,[40-49],Man,Widowed,Census,1980,1980,UNSD
2310,American Samoa,[50-59],Man,Widowed,Census,1980,1980,UNSD
2311,American Samoa,[60-64],Man,Widowed,Census,1980,1980,UNSD
2312,American Samoa,[65+],Man,Widowed,Census,1980,1980,UNSD
2313,American Samoa,[15-19],Woman,Divorced,Census,1980,1980,UNSD
2314,American Samoa,[20-24],Woman,Divorced,Census,1980,1980,UNSD
2315,American Samoa,[25-29],Woman,Divorced,Census,1980,1980,UNSD
2316,American Samoa,[30-34],Woman,Divorced,Census,1980,1980,UNSD
2317,American Samoa,[35-39],Woman,Divorced,Census,1980,1980,UNSD
2318,American Samoa,[40-49],Woman,Divorced,Census,1980,1980,UNSD
2319,American Samoa,[50-59],Woman,Divorced,Census,1980,1980,UNSD
2320,American Samoa,[60-64],Woman,Divorced,Census,1980,1980,UNSD
2321,American Samoa,[65+],Woman,Divorced,Census,1980,1980,UNSD
2322,American Samoa,[15-19],Woman,Consensual union,Census,1980,1980,UNSD
2323,American Samoa,[20-24],Woman,Consensual union,Census,1980,1980,UNSD
2324,American Samoa,[25-29],Woman,Consensual union,Census,1980,1980,UNSD
2325,American Samoa,[30-34],Woman,Consensual union,Census,1980,1980,UNSD
2326,American Samoa,[35-39],Woman,Consensual union,Census,1980,1980,UNSD
2327,American Samoa,[40-49],Woman,Consensual union,Census,1980,1980,UNSD
2328,American Samoa,[50-59],Woman,Consensual union,Census,1980,1980,UNSD
2329,American Samoa,[60-64],Woman,Consensual union,Census,1980,1980,UNSD
2330,American Samoa,[65+],Woman,Consensual union,Census,1980,1980,UNSD
2331,American Samoa,[15-19],Woman,Married,Census,1980,1980,UNSD
2332,American Samoa,[20-24],Woman,Married,Census,1980,1980,UNSD
2333,American Samoa,[25-29],Woman,Married,Census,1980,1980,UNSD
2334,American Samoa,[30-34],Woman,Married,Census,1980,1980,UNSD
2335,American Samoa,[35-39],Woman,Married,Census,1980,1980,UNSD
2336,American Samoa,[40-49],Woman,Married,Census,1980,1980,UNSD
2337,American Samoa,[50-59],Woman,Married,Census,1980,1980,UNSD
2338,American Samoa,[60-64],Woman,Married,Census,1980,1980,UNSD
2339,American Samoa,[65+],Woman,Married,Census,1980,1980,UNSD
2340,American Samoa,[15-19],Woman,Separated,Census,1980,1980,UNSD
2341,American Samoa,[20-24],Woman,Separated,Census,1980,1980,UNSD
2342,American Samoa,[25-29],Woman,Separated,Census,1980,1980,UNSD
2343,American Samoa,[30-34],Woman,Separated,Census,1980,1980,UNSD
2344,American Samoa,[35-39],Woman,Separated,Census,1980,1980,UNSD
2345,American Samoa,[40-49],Woman,Separated,Census,1980,1980,UNSD
2346,American Samoa,[50-59],Woman,Separated,Census,1980,1980,UNSD
2347,American Samoa,[60-64],Woman,Separated,Census,1980,1980,UNSD
2348,American Samoa,[65+],Woman,Separated,Census,1980,1980,UNSD
2349,American Samoa,[15-19],Woman,Single,Census,1980,1980,UNSD
2350,American Samoa,[20-24],Woman,Single,Census,1980,1980,UNSD
2351,American Samoa,[25-29],Woman,Single,Census,1980,1980,UNSD
2352,American Samoa,[30-34],Woman,Single,Census,1980,1980,UNSD
2353,American Samoa,[35-39],Woman,Single,Census,1980,1980,UNSD
2354,American Samoa,[40-49],Woman,Single,Census,1980,1980,UNSD
2355,American Samoa,[50-59],Woman,Single,Census,1980,1980,UNSD
2356,American Samoa,[60-64],Woman,Single,Census,1980,1980,UNSD
2357,American Samoa,[65+],Woman,Single,Census,1980,1980,UNSD
2358,American Samoa,[15-19],Woman,Widowed,Census,1980,1980,UNSD
2359,American Samoa,[20-24],Woman,Widowed,Census,1980,1980,UNSD
2360,American Samoa,[25-29],Woman,Widowed,Census,1980,1980,UNSD
2361,American Samoa,[30-34],Woman,Widowed,Census,1980,1980,UNSD
2362,American Samoa,[35-39],Woman,Widowed,Census,1980,1980,UNSD
2363,American Samoa,[40-49],Woman,Widowed,Census,1980,1980,UNSD
2364,American Samoa,[50-59],Woman,Widowed,Census,1980,1980,UNSD
2365,American Samoa,[60-64],Woman,Widowed,Census,1980,1980,UNSD
2366,American Samoa,[65+],Woman,Widowed,Census,1980,1980,UNSD
2367,American Samoa,[15-19],Man,Divorced,Census,1990,1990,UNSD
2368,American Samoa,[20-24],Man,Divorced,Census,1990,1990,UNSD
2369,American Samoa,[25-29],Man,Divorced,Census,1990,1990,UNSD
2370,American Samoa,[30-34],Man,Divorced,Census,1990,1990,UNSD
2371,American Samoa,[35-39],Man,Divorced,Census,1990,1990,UNSD
2372,American Samoa,[40-44],Man,Divorced,Census,1990,1990,UNSD
2373,American Samoa,[45-49],Man,Divorced,Census,1990,1990,UNSD
2374,American Samoa,[50-54],Man,Divorced,Census,1990,1990,UNSD
2375,American Samoa,[55-59],Man,Divorced,Census,1990,1990,UNSD
2376,American Samoa,[60-64],Man,Divorced,Census,1990,1990,UNSD
2377,American Samoa,[65-69],Man,Divorced,Census,1990,1990,UNSD
2378,American Samoa,[70-74],Man,Divorced,Census,1990,1990,UNSD
2379,American Samoa,[75+],Man,Divorced,Census,1990,1990,UNSD
2380,American Samoa,[15-19],Man,Married,Census,1990,1990,UNSD
2381,American Samoa,[20-24],Man,Married,Census,1990,1990,UNSD
2382,American Samoa,[25-29],Man,Married,Census,1990,1990,UNSD
2383,American Samoa,[30-34],Man,Married,Census,1990,1990,UNSD
2384,American Samoa,[35-39],Man,Married,Census,1990,1990,UNSD
2385,American Samoa,[40-44],Man,Married,Census,1990,1990,UNSD
2386,American Samoa,[45-49],Man,Married,Census,1990,1990,UNSD
2387,American Samoa,[50-54],Man,Married,Census,1990,1990,UNSD
2388,American Samoa,[55-59],Man,Married,Census,1990,1990,UNSD
2389,American Samoa,[60-64],Man,Married,Census,1990,1990,UNSD
2390,American Samoa,[65-69],Man,Married,Census,1990,1990,UNSD
2391,American Samoa,[70-74],Man,Married,Census,1990,1990,UNSD
2392,American Samoa,[75+],Man,Married,Census,1990,1990,UNSD
2393,American Samoa,[15-19],Man,Separated,Census,1990,1990,UNSD
2394,American Samoa,[20-24],Man,Separated,Census,1990,1990,UNSD
2395,American Samoa,[25-29],Man,Separated,Census,1990,1990,UNSD
2396,American Samoa,[30-34],Man,Separated,Census,1990,1990,UNSD
2397,American Samoa,[35-39],Man,Separated,Census,1990,1990,UNSD
2398,American Samoa,[40-44],Man,Separated,Census,1990,1990,UNSD
2399,American Samoa,[45-49],Man,Separated,Census,1990,1990,UNSD
2400,American Samoa,[50-54],Man,Separated,Census,1990,1990,UNSD
2401,American Samoa,[55-59],Man,Separated,Census,1990,1990,UNSD
2402,American Samoa,[60-64],Man,Separated,Census,1990,1990,UNSD
2403,American Samoa,[65-69],Man,Separated,Census,1990,1990,UNSD
2404,American Samoa,[70-74],Man,Separated,Census,1990,1990,UNSD
2405,American Samoa,[75+],Man,Separated,Census,1990,1990,UNSD
2406,American Samoa,[15-19],Man,Single,Census,1990,1990,UNSD
2407,American Samoa,[20-24],Man,Single,Census,1990,1990,UNSD
2408,American Samoa,[25-29],Man,Single,Census,1990,1990,UNSD
2409,American Samoa,[30-34],Man,Single,Census,1990,1990,UNSD
2410,American Samoa,[35-39],Man,Single,Census,1990,1990,UNSD
2411,American Samoa,[40-44],Man,Single,Census,1990,1990,UNSD
2412,American Samoa,[45-49],Man,Single,Census,1990,1990,UNSD
2413,American Samoa,[50-54],Man,Single,Census,1990,1990,UNSD
2414,American Samoa,[55-59],Man,Single,Census,1990,1990,UNSD
2415,American Samoa,[60-64],Man,Single,Census,1990,1990,UNSD
2416,American Samoa,[65-69],Man,Single,Census,1990,1990,UNSD
2417,American Samoa,[70-74],Man,Single,Census,1990,1990,UNSD
2418,American Samoa,[75+],Man,Single,Census,1990,1990,UNSD
2419,American Samoa,[15-19],Man,Widowed,Census,1990,1990,UNSD
2420,American Samoa,[20-24],Man,Widowed,Census,1990,1990,UNSD
2421,American Samoa,[25-29],Man,Widowed,Census,1990,1990,UNSD
2422,American Samoa,[30-34],Man,Widowed,Census,1990,1990,UNSD
2423,American Samoa,[35-39],Man,Widowed,Census,1990,1990,UNSD
2424,American Samoa,[40-44],Man,Widowed,Census,1990,1990,UNSD
2425,American Samoa,[45-49],Man,Widowed,Census,1990,1990,UNSD
2426,American Samoa,[50-54],Man,Widowed,Census,1990,1990,UNSD
2427,American Samoa,[55-59],Man,Widowed,Census,1990,1990,UNSD
2428,American Samoa,[60-64],Man,Widowed,Census,1990,1990,UNSD
2429,American Samoa,[65-69],Man,Widowed,Census,1990,1990,UNSD
2430,American Samoa,[70-74],Man,Widowed,Census,1990,1990,UNSD
2431,American Samoa,[75+],Man,Widowed,Census,1990,1990,UNSD
2432,American Samoa,[15-19],Woman,Divorced,Census,1990,1990,UNSD
2433,American Samoa,[20-24],Woman,Divorced,Census,1990,1990,UNSD
2434,American Samoa,[25-29],Woman,Divorced,Census,1990,1990,UNSD
2435,American Samoa,[30-34],Woman,Divorced,Census,1990,1990,UNSD
2436,American Samoa,[35-39],Woman,Divorced,Census,1990,1990,UNSD
2437,American Samoa,[40-44],Woman,Divorced,Census,1990,1990,UNSD
2438,American Samoa,[45-49],Woman,Divorced,Census,1990,1990,UNSD
2439,American Samoa,[50-54],Woman,Divorced,Census,1990,1990,UNSD
2440,American Samoa,[55-59],Woman,Divorced,Census,1990,1990,UNSD
2441,American Samoa,[60-64],Woman,Divorced,Census,1990,1990,UNSD
2442,American Samoa,[65-69],Woman,Divorced,Census,1990,1990,UNSD
2443,American Samoa,[70-74],Woman,Divorced,Census,1990,1990,UNSD
2444,American Samoa,[75+],Woman,Divorced,Census,1990,1990,UNSD
2445,American Samoa,[15-19],Woman,Married,Census,1990,1990,UNSD
2446,American Samoa,[20-24],Woman,Married,Census,1990,1990,UNSD
2447,American Samoa,[25-29],Woman,Married,Census,1990,1990,UNSD
2448,American Samoa,[30-34],Woman,Married,Census,1990,1990,UNSD
2449,American Samoa,[35-39],Woman,Married,Census,1990,1990,UNSD
2450,American Samoa,[40-44],Woman,Married,Census,1990,1990,UNSD
2451,American Samoa,[45-49],Woman,Married,Census,1990,1990,UNSD
2452,American Samoa,[50-54],Woman,Married,Census,1990,1990,UNSD
2453,American Samoa,[55-59],Woman,Married,Census,1990,1990,UNSD
2454,American Samoa,[60-64],Woman,Married,Census,1990,1990,UNSD
2455,American Samoa,[65-69],Woman,Married,Census,1990,1990,UNSD
2456,American Samoa,[70-74],Woman,Married,Census,1990,1990,UNSD
2457,American Samoa,[75+],Woman,Married,Census,1990,1990,UNSD
2458,American Samoa,[15-19],Woman,Separated,Census,1990,1990,UNSD
2459,American Samoa,[20-24],Woman,Separated,Census,1990,1990,UNSD
2460,American Samoa,[25-29],Woman,Separated,Census,1990,1990,UNSD
2461,American Samoa,[30-34],Woman,Separated,Census,1990,1990,UNSD
2462,American Samoa,[35-39],Woman,Separated,Census,1990,1990,UNSD
2463,American Samoa,[40-44],Woman,Separated,Census,1990,1990,UNSD
2464,American Samoa,[45-49],Woman,Separated,Census,1990,1990,UNSD
2465,American Samoa,[50-54],Woman,Separated,Census,1990,1990,UNSD
2466,American Samoa,[55-59],Woman,Separated,Census,1990,1990,UNSD
2467,American Samoa,[60-64],Woman,Separated,Census,1990,1990,UNSD
2468,American Samoa,[65-69],Woman,Separated,Census,1990,1990,UNSD
2469,American Samoa,[70-74],Woman,Separated,Census,1990,1990,UNSD
2470,American Samoa,[75+],Woman,Separated,Census,1990,1990,UNSD
2471,American Samoa,[15-19],Woman,Single,Census,1990,1990,UNSD
2472,American Samoa,[20-24],Woman,Single,Census,1990,1990,UNSD
2473,American Samoa,[25-29],Woman,Single,Census,1990,1990,UNSD
2474,American Samoa,[30-34],Woman,Single,Census,1990,1990,UNSD
2475,American Samoa,[35-39],Woman,Single,Census,1990,1990,UNSD
2476,American Samoa,[40-44],Woman,Single,Census,1990,1990,UNSD
2477,American Samoa,[45-49],Woman,Single,Census,1990,1990,UNSD
2478,American Samoa,[50-54],Woman,Single,Census,1990,1990,UNSD
2479,American Samoa,[55-59],Woman,Single,Census,1990,1990,UNSD
2480,American Samoa,[60-64],Woman,Single,Census,1990,1990,UNSD
2481,American Samoa,[65-69],Woman,Single,Census,1990,1990,UNSD
2482,American Samoa,[70-74],Woman,Single,Census,1990,1990,UNSD
2483,American Samoa,[75+],Woman,Single,Census,1990,1990,UNSD
2484,American Samoa,[15-19],Woman,Widowed,Census,1990,1990,UNSD
2485,American Samoa,[20-24],Woman,Widowed,Census,1990,1990,UNSD
2486,American Samoa,[25-29],Woman,Widowed,Census,1990,1990,UNSD
2487,American Samoa,[30-34],Woman,Widowed,Census,1990,1990,UNSD
2488,American Samoa,[35-39],Woman,Widowed,Census,1990,1990,UNSD
2489,American Samoa,[40-44],Woman,Widowed,Census,1990,1990,UNSD
2490,American Samoa,[45-49],Woman,Widowed,Census,1990,1990,UNSD
2491,American Samoa,[50-54],Woman,Widowed,Census,1990,1990,UNSD
2492,American Samoa,[55-59],Woman,Widowed,Census,1990,1990,UNSD
2493,American Samoa,[60-64],Woman,Widowed,Census,1990,1990,UNSD
2494,American Samoa,[65-69],Woman,Widowed,Census,1990,1990,UNSD
2495,American Samoa,[70-74],Woman,Widowed,Census,1990,1990,UNSD
2496,American Samoa,[75+],Woman,Widowed,Census,1990,1990,UNSD
2497,American Samoa,[15-24],Woman,Ever married,Census,2000,2000,US Census Bureau
2498,American Samoa,[25-34],Woman,Ever married,Census,2000,2000,US Census Bureau
2499,American Samoa,[35-44],Woman,Ever married,Census,2000,2000,US Census Bureau
2500,American Samoa,[45+],Woman,Ever married,Census,2000,2000,US Census Bureau
2501,American Samoa,[15-24],Woman,Single,Census,2000,2000,US Census Bureau
2502,American Samoa,[25-34],Woman,Single,Census,2000,2000,US Census Bureau
2503,American Samoa,[35-44],Woman,Single,Census,2000,2000,US Census Bureau
2504,American Samoa,[45+],Woman,Single,Census,2000,2000,US Census Bureau
2505,American Samoa,[20-24],Man,Divorced,Census,2010,2010,US Census Bureau
2506,American Samoa,[25-34],Man,Divorced,Census,2010,2010,US Census Bureau
2507,American Samoa,[35-44],Man,Divorced,Census,2010,2010,US Census Bureau
2508,American Samoa,[45-54],Man,Divorced,Census,2010,2010,US Census Bureau
2509,American Samoa,[55-64],Man,Divorced,Census,2010,2010,US Census Bureau
2510,American Samoa,[65+],Man,Divorced,Census,2010,2010,US Census Bureau
2511,American Samoa,[15-19],Man,Married,Census,2010,2010,US Census Bureau
2512,American Samoa,[20-24],Man,Married,Census,2010,2010,US Census Bureau
2513,American Samoa,[25-34],Man,Married,Census,2010,2010,US Census Bureau
2514,American Samoa,[35-44],Man,Married,Census,2010,2010,US Census Bureau
2515,American Samoa,[45-54],Man,Married,Census,2010,2010,US Census Bureau
2516,American Samoa,[55-64],Man,Married,Census,2010,2010,US Census Bureau
2517,American Samoa,[65+],Man,Married,Census,2010,2010,US Census Bureau
2518,American Samoa,[15-19],Man,Separated,Census,2010,2010,US Census Bureau
2519,American Samoa,[20-24],Man,Separated,Census,2010,2010,US Census Bureau
2520,American Samoa,[25-34],Man,Separated,Census,2010,2010,US Census Bureau
2521,American Samoa,[35-44],Man,Separated,Census,2010,2010,US Census Bureau
2522,American Samoa,[45-54],Man,Separated,Census,2010,2010,US Census Bureau
2523,American Samoa,[55-64],Man,Separated,Census,2010,2010,US Census Bureau
2524,American Samoa,[65+],Man,Separated,Census,2010,2010,US Census Bureau
2525,American Samoa,[15-19],Man,Single,Census,2010,2010,US Census Bureau
2526,American Samoa,[20-24],Man,Single,Census,2010,2010,US Census Bureau
2527,American Samoa,[25-34],Man,Single,Census,2010,2010,US Census Bureau
